@RELATION 'pheno0.names'

@ATTRIBUTE 2-deoxyglucose {w,n,s,r}
@ATTRIBUTE 6-azauracil {w,n,s,r}
@ATTRIBUTE 8-hydroxyquinoline {w,n,s,r}
@ATTRIBUTE BCIP {w,n,s,r}
@ATTRIBUTE CsCl {w,n,s,r}
@ATTRIBUTE DL-p-fluorophenyl-alanine {w,n,s,r}
@ATTRIBUTE EGTA {w,n,s,r}
@ATTRIBUTE FK506 {w,n,s,r}
@ATTRIBUTE LiCl {w,n,s,r}
@ATTRIBUTE MMS {w,n,s,r}
@ATTRIBUTE NaF {w,n,s,r}
@ATTRIBUTE RbCl {w,n,s,r}
@ATTRIBUTE SD {w,n,s,r}
@ATTRIBUTE SDS {w,n,s,r}
@ATTRIBUTE YPD {w,n,s,r}
@ATTRIBUTE YPG {w,n,s,r}
@ATTRIBUTE YPGlyc {w,n,s,r}
@ATTRIBUTE allylglycine {w,n,s,r}
@ATTRIBUTE aminotriazole {w,n,s,r}
@ATTRIBUTE benomyl {w,n,s,r}
@ATTRIBUTE beta-2-thienyl-DL-alanine {w,n,s,r}
@ATTRIBUTE caffeine {w,n,s,r}
@ATTRIBUTE calcium_chloride {w,n,s,r}
@ATTRIBUTE calcofluor_white {w,n,s,r}
@ATTRIBUTE camptothecin {w,n,s,r}
@ATTRIBUTE canavanine {w,n,s,r}
@ATTRIBUTE cobalt_chloride {w,n,s,r}
@ATTRIBUTE cycloheximide {w,n,s,r}
@ATTRIBUTE cyclosporin-a {w,n,s,r}
@ATTRIBUTE d-histidine {w,n,s,r}
@ATTRIBUTE daunomycin {w,n,s,r}
@ATTRIBUTE diamide {w,n,s,r}
@ATTRIBUTE diazaborine {w,n,s,r}
@ATTRIBUTE ethanol {w,n,s,r}
@ATTRIBUTE ethanol+glucose {w,n,s,r}
@ATTRIBUTE fenpropimorph {w,n,s,r}
@ATTRIBUTE fluorocytosine {w,n,s,r}
@ATTRIBUTE formaldehyde {w,n,s,r}
@ATTRIBUTE formamide {w,n,s,r}
@ATTRIBUTE h2o2 {w,n,s,r}
@ATTRIBUTE hydroxyurea {w,n,s,r}
@ATTRIBUTE hygromycin_b {w,n,s,r}
@ATTRIBUTE lovostatin {w,n,s,r}
@ATTRIBUTE manganese_chloride {w,n,s,r}
@ATTRIBUTE menadione {w,n,s,r}
@ATTRIBUTE methylamine {w,n,s,r}
@ATTRIBUTE methylene_blue {w,n,s,r}
@ATTRIBUTE mevinolin {w,n,s,r}
@ATTRIBUTE microcystin {w,n,s,r}
@ATTRIBUTE neomycin {w,n,s,r}
@ATTRIBUTE nocodazole {w,n,s,r}
@ATTRIBUTE nystatin {w,n,s,r}
@ATTRIBUTE oligomycin {w,n,s,r}
@ATTRIBUTE papulacandin_b {w,n,s,r}
@ATTRIBUTE paraquat {w,n,s,r}
@ATTRIBUTE paromomycin {w,n,s,r}
@ATTRIBUTE potassium_chloride {w,n,s,r}
@ATTRIBUTE rapamycin {w,n,s,r}
@ATTRIBUTE sodium_chloride {w,n,s,r}
@ATTRIBUTE sorbitol {w,n,s,r}
@ATTRIBUTE staurosporine {w,n,s,r}
@ATTRIBUTE tetraethylammoniumchloride {w,n,s,r}
@ATTRIBUTE thiabendazole {w,n,s,r}
@ATTRIBUTE trifluoperazine {w,n,s,r}
@ATTRIBUTE tunicamycin {w,n,s,r}
@ATTRIBUTE vanadate {w,n,s,r}
@ATTRIBUTE verrucarin {w,n,s,r}
@ATTRIBUTE zinc_chloride {w,n,s,r}
@ATTRIBUTE zymolyase {w,n,s,r}
@ATTRIBUTE class hierarchical 1/0/0/0,1/1/0/0,1/1/1/0,1/1/1/11,1/1/1/15,1/1/1/7,1/1/10/0,1/1/10/1,1/1/10/5,1/1/4/0,1/1/7/0,1/1/99/0,1/2/0/0,1/2/1/0,1/2/4/0,1/20/0/0,1/20/1/0,1/20/1/7,1/20/17/0,1/20/17/3,1/3/0/0,1/3/1/0,1/3/10/0,1/3/13/0,1/3/16/0,1/3/16/1,1/3/19/0,1/3/4/0,1/3/7/0,1/3/99/0,1/4/0/0,1/4/1/0,1/4/4/0,1/4/7/0,1/4/99/0,1/5/0/0,1/5/1/0,1/5/1/3,1/5/4/0,1/5/7/0,1/5/99/0,1/6/0/0,1/6/1/0,1/6/1/1,1/6/1/3,1/6/1/7,1/6/10/0,1/6/13/0,1/6/4/0,1/6/7/0,1/6/99/0,1/7/0/0,1/7/1/0,1/7/10/0,1/7/4/0,1/7/7/0,1/7/99/0,10/0/0/0,10/1/0/0,10/1/1/0,10/1/5/0,10/1/5/5,10/1/9/0,10/1/9/11,10/1/99/0,10/5/0/0,11/0/0/0,11/1/0/0,11/10/0/0,11/10/3/0,11/7/0/0,11/7/1/0,11/7/99/0,11/99/0/0,13/0/0/0,13/1/0/0,13/1/1/0,13/1/1/1,13/1/1/3,13/1/1/99,13/1/3/0,13/1/3/1,13/1/3/3,13/1/3/5,13/1/3/99,13/11/0/0,13/11/3/0,13/11/3/13,13/11/3/1,13/11/3/7,14/0/0/0,14/1/0/0,14/1/3/0,14/1/3/99,14/10/0/0,14/10/2/0,14/10/2/1,14/20/0/0,14/4/0/0,14/4/3/0,14/4/3/1,14/4/3/3,14/4/3/5,2/0/0/0,2/1/0/0,2/10/0/0,2/11/0/0,2/11/5/0,2/11/99/0,2/13/0/0,2/16/0/0,2/19/0/0,2/22/0/0,2/25/0/0,2/7/0/0,2/99/0/0,29/0/0/0,29/99/0/0,3/0/0/0,3/1/0/0,3/1/3/0,3/1/5/0,3/1/5/1,3/1/9/0,3/1/9/5,3/3/0/0,3/3/1/0,3/3/1/3,3/3/2/0,3/3/3/0,3/3/4/0,3/3/4/3,3/3/4/5,3/99/0/0,30/0/0/0,30/1/0/0,30/10/0/0,30/10/3/0,30/16/0/0,30/19/0/0,30/2/0/0,30/22/0/0,30/25/0/0,30/3/0/0,30/4/0/0,30/7/0/0,30/8/0/0,30/9/0/0,30/99/0/0,4/0/0/0,4/1/0/0,4/1/1/0,4/1/4/0,4/1/99/0,4/3/0/0,4/3/1/0,4/3/3/0,4/3/6/0,4/3/99/0,4/5/0/0,4/5/1/0,4/5/1/1,4/5/1/4,4/5/5/0,4/5/5/1,4/5/5/5,4/5/99/0,4/7/0/0,4/99/0/0,40/0/0/0,40/1/0/0,40/10/0/0,40/10/3/0,40/16/0/0,40/19/0/0,40/2/0/0,40/22/0/0,40/25/0/0,40/27/0/0,40/3/0/0,40/30/0/0,40/4/0/0,40/5/0/0,40/7/0/0,40/8/0/0,40/9/0/0,40/99/0/0,5/0/0/0,5/1/0/0,5/10/0/0,5/4/0/0,5/4/1/0,5/4/2/0,5/7/0/0,5/99/0/0,6/0/0/0,6/1/0/0,6/10/0/0,6/13/0/0,6/13/1/0,6/13/1/1,6/13/4/0,6/13/4/2,6/13/99/0,6/4/0/0,6/7/0/0,6/7/1/0,6/7/11/0,6/7/2/0,6/7/3/0,6/7/4/0,6/7/99/0,6/99/0/0,62/0/0/0,62/2/0/0,62/2/5/0,63/0/0/0,63/1/0/0,63/9/0/0,67/0/0/0,67/1/0/0,67/1/1/0,67/10/0/0,67/11/0/0,67/13/0/0,67/16/0/0,67/19/0/0,67/28/0/0,67/4/0/0,67/4/1/0,67/4/1/1,67/4/1/2,67/4/7/0,67/50/0/0,67/50/22/0,67/50/25/0,67/50/99/0,67/7/0/0,67/7/99/0,67/99/0/0,8/0/0/0,8/1/0/0,8/10/0/0,8/13/0/0,8/16/0/0,8/19/0/0,8/22/0/0,8/4/0/0,8/7/0/0,8/99/0/0
@ATTRIBUTE key key

@DATA
n,n,n,w,n,n,w,n,n,w,n,n,n,w,n,n,w,n,n,w,n,w,n,s,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,n,w,w,n,n,n,n,w,n,n,n,n,n,n,s,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,11/1/0/0@14/4/3/1@40/2/0/0@14/1/0/0@8/7/0/0@3/3/3/0,ytyhr135c
n,n,n,w,n,n,w,n,n,w,n,n,n,w,n,n,w,n,n,w,n,w,n,w,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,n,w,s,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,1/1/4/0,ytyhr137w
n,n,n,w,n,n,w,n,n,w,n,n,n,w,n,n,w,n,n,w,n,w,n,w,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,n,w,w,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,1/5/4/0,ytyhr155w
n,n,n,w,n,n,w,n,n,w,n,n,n,w,n,n,w,n,n,w,n,w,n,w,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,n,w,w,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,30/19/0/0@8/10/0/0@6/4/0/0,ytyhr160c
n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,40/3/0/0@1/5/1/0@2/7/0/0,ytyhr183w
n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,14/1/0/0@3/3/1/0@13/11/3/1,ytyhr205w
n,n,n,s,n,n,w,n,n,s,n,n,n,s,n,n,w,n,n,s,n,s,n,w,n,n,n,s,n,n,n,n,n,n,n,n,n,n,n,n,s,s,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,11/1/0/0@4/5/1/4@40/3/0/0@14/4/3/5@1/5/4/0,ytyil033c
n,n,n,w,n,n,w,n,n,w,n,n,n,w,n,n,w,n,n,w,n,w,n,w,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,n,w,w,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,2/19/0/0@1/5/1/0,ytyil045w
n,n,n,w,n,n,w,n,n,w,n,n,n,w,n,n,w,n,n,w,n,w,n,w,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,n,w,w,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,1/5/1/0,ytyil053w
n,n,n,w,n,n,w,n,n,w,n,n,n,w,n,n,w,n,n,w,n,w,n,w,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,n,w,w,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,67/99/0/0,ytyil056w
n,n,n,w,n,n,w,n,n,w,n,n,n,w,n,n,w,n,n,w,n,w,n,w,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,n,w,s,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,8/22/0/0@40/4/0/0,ytyil062c
n,n,n,w,n,n,w,n,n,w,n,n,n,w,n,n,w,n,n,w,n,w,n,s,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,n,w,w,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,6/13/1/0@40/7/0/0@40/10/0/0@4/3/3/0,ytyil075c
n,n,n,w,n,n,w,n,n,w,n,n,n,w,n,n,w,n,n,w,n,w,n,w,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,n,w,w,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,40/9/0/0@8/7/0/0@6/4/0/0,ytyil076w
n,n,n,w,n,n,w,n,n,w,n,n,n,w,n,n,w,n,n,w,n,w,n,s,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,n,w,w,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,67/99/0/0,ytyil088c
n,n,n,w,n,n,w,n,n,w,n,n,n,w,n,n,w,n,n,w,n,w,n,w,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,n,w,w,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,40/25/0/0@1/5/1/0@14/4/3/5,ytyil099w
n,n,n,w,n,n,w,n,n,w,n,n,n,w,n,n,w,n,n,w,n,w,n,w,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,n,w,w,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,4/5/1/4,ytyil101c
n,n,n,w,n,n,w,n,n,w,n,n,n,w,n,n,w,n,n,w,n,w,n,w,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,n,w,w,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,40/16/0/0@8/4/0/0@67/1/1/0,ytyil114c
n,n,n,w,n,n,w,n,n,w,n,n,n,w,n,n,w,n,n,w,n,w,n,w,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,n,w,w,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,67/28/0/0@11/7/0/0,ytyil120w
n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,1/5/1/0@14/4/3/5,ytyil124w
n,n,n,w,n,n,s,n,n,n,n,n,n,s,n,n,w,n,n,s,n,w,n,w,n,n,n,w,n,n,n,n,n,s,n,n,n,n,n,n,w,s,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,w,n,n,n,s,n,n,n,n,n,n,4/5/1/4@3/3/1/0@40/10/3/0@3/1/9/5,ytyil126w
n,n,n,w,n,n,s,n,n,w,n,n,n,s,n,n,s,n,n,w,n,w,n,s,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,n,s,s,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,40/10/0/0@4/5/1/4@3/1/5/1,ytyil128w
n,n,n,s,n,n,w,n,n,w,n,n,n,w,n,n,w,n,n,w,n,w,n,s,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,n,w,s,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,40/10/0/0@4/5/1/4,ytyil129c
n,n,n,w,n,n,w,n,n,w,n,n,n,w,n,n,w,n,n,w,n,r,n,r,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,n,s,w,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,w,n,n,n,n,n,n,n,n,n,s,30/1/0/0,ytyil146c
n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,s,n,s,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,s,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,11/1/0/0@13/11/3/13@40/2/0/0@10/5/0/0@63/1/0/0@1/5/4/0,ytyil147c
n,n,n,s,n,n,s,n,n,w,n,n,n,w,n,n,s,n,n,s,n,s,n,s,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,n,w,s,n,n,n,n,s,n,n,n,n,n,n,n,n,n,n,n,s,n,n,n,n,n,n,n,n,n,s,30/1/0/0@1/5/4/0,ytyil154c
n,n,n,n,n,n,w,n,n,w,n,n,n,w,n,n,w,n,n,w,n,w,n,w,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,n,w,w,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,14/4/3/1@40/4/0/0,ytyil159w
n,n,n,w,n,n,w,n,n,w,n,n,n,w,n,n,w,n,n,w,n,w,n,w,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,n,w,w,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,4/5/99/0,ytyir001c
n,n,n,w,n,n,w,n,n,w,n,n,n,w,n,n,w,n,n,w,n,w,n,w,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,n,w,w,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,1/2/1/0@1/3/1/0,ytyir027c
n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,40/10/0/0@3/1/9/5,ytyir033w
n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,1/6/1/0,ytyir035c
n,n,n,n,n,n,n,n,n,n,n,n,s,n,s,s,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,8/7/0/0,ytyjl004c
n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,40/10/0/0@4/5/1/4,ytyjl006c
n,n,n,n,n,n,n,n,n,n,n,n,w,n,w,w,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,6/1/0/0@40/3/0/0,ytyjl008c
n,n,n,w,n,n,w,n,n,w,n,n,n,w,n,n,w,n,n,w,n,w,n,w,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,n,w,s,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,40/10/0/0@4/1/1/0,ytyjl025w
n,n,n,w,n,n,s,n,n,s,n,n,n,s,n,n,w,n,n,w,n,w,n,s,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,n,s,s,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,1/3/7/0@40/3/0/0@3/1/3/0,ytyjl026w
n,n,n,s,n,n,w,n,n,s,n,n,s,s,s,s,w,n,n,w,n,w,n,w,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,n,w,s,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,40/8/0/0@8/7/0/0,ytyjl029c
n,n,n,n,n,n,n,n,n,n,n,n,w,n,w,w,n,n,n,n,n,n,n,s,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,s,30/1/0/0@4/1/4/0,ytyjl033w
n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,40/7/0/0@67/99/0/0@6/1/0/0@3/3/1/0@8/99/0/0@6/4/0/0,ytyjl034w
n,n,n,n,n,n,n,n,n,n,n,n,s,n,s,s,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,40/10/0/0@8/1/0/0,ytyjl039c
n,n,n,w,n,n,w,n,n,w,n,n,n,s,n,n,w,n,n,w,n,w,n,w,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,n,w,s,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,40/10/0/0@8/1/0/0@40/5/0/0@4/3/99/0,ytyjl041w
n,n,n,w,n,n,w,n,n,w,n,n,n,w,n,n,w,n,n,w,n,w,n,w,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,n,w,w,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,8/16/0/0,ytyjl044c
n,n,n,w,n,n,w,n,n,w,n,n,s,w,s,s,w,n,n,w,n,w,n,w,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,n,w,w,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,2/10/0/0@1/5/1/0,ytyjl045w
n,n,n,n,n,n,w,n,n,s,n,n,s,w,s,s,w,n,n,w,n,w,n,w,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,n,s,s,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,29/99/0/0,ytyjl047c
n,n,n,w,n,n,w,n,n,w,n,n,n,s,n,n,w,n,n,w,n,w,n,w,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,n,w,w,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,2/1/0/0@40/3/0/0@1/5/1/0,ytyjl052w
n,n,n,n,n,n,w,n,n,w,n,n,n,s,n,n,s,n,n,s,n,w,n,s,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,n,w,w,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,40/25/0/0@6/4/0/0,ytyjl053w
n,n,n,n,n,n,n,n,n,n,n,n,s,n,s,s,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,40/1/0/0,ytyjl062w
n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,40/16/0/0@5/1/0/0,ytyjl063c
n,n,n,n,n,n,n,n,n,n,n,n,w,n,w,s,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,1/6/4/0,ytyjl068c
n,n,n,n,n,n,n,n,n,n,n,n,w,n,w,s,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,1/3/1/0,ytyjl070c
n,n,n,w,n,n,w,n,n,w,n,n,w,s,w,s,w,n,n,w,n,w,n,w,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,n,w,w,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,1/1/1/0,ytyjl071w
n,n,n,w,n,n,w,n,n,w,n,n,n,s,n,n,w,n,n,s,n,w,n,w,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,n,w,s,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,4/1/99/0,ytyjl076w
n,n,n,w,n,n,w,n,n,s,n,n,n,s,n,n,w,n,n,s,n,w,n,s,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,n,s,s,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,40/10/0/0@30/10/3/0,ytyjl081c
n,n,n,w,n,n,w,n,n,w,n,n,n,s,n,n,w,n,n,w,n,w,n,w,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,n,w,w,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,1/1/1/0@40/3/0/0,ytyjl088w
n,n,n,w,n,n,w,n,n,w,n,n,n,s,n,n,w,n,n,w,n,w,n,w,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,n,w,w,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,40/10/0/0@4/5/1/4,ytyjl089w
n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,s,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,40/10/0/0@3/1/3/0@3/3/1/3,ytyjl090c
n,n,n,w,n,n,w,n,n,w,n,n,n,w,n,n,w,n,n,w,n,w,n,w,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,n,w,w,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,40/10/0/0@4/5/1/4,ytyjl103c
n,n,n,n,n,n,w,n,n,w,n,n,n,s,n,n,w,n,n,s,n,w,n,w,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,n,w,w,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,14/10/0/0,ytyjl116c
n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,s,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,40/3/0/0@1/5/1/0@2/7/0/0,ytyjl121c
n,n,n,w,n,n,w,n,n,w,n,n,w,s,w,w,w,n,n,s,n,w,n,w,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,n,w,s,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,5/7/0/0@6/7/0/0,ytyjl125c
n,n,n,n,n,n,n,n,n,n,n,n,w,n,w,w,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,1/2/1/0,ytyjl126w
n,n,n,w,n,n,w,n,n,w,n,n,n,w,n,n,w,n,n,w,n,w,n,w,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,n,w,s,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,40/10/0/0@4/5/1/4,ytyjl127c
n,n,n,w,n,n,w,n,n,w,n,n,n,s,n,n,w,n,n,w,n,w,n,w,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,n,w,s,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,n,w,n,n,n,n,n,n,n,n,n,n,40/10/0/0@1/3/4/0,ytyjl130c
